"File_Name","File_Path","Relative_Path","URL","Artist","Title","Album","Genre","Year","Decade","Duration_Seconds","Duration_Minutes","Duration_Display","Estimated_BPM","File_Size_MB","BPM_Category","Energy_Level","Duration_Category","Folder_Structure","Track_ID","Is_Favorite","Play_Count","Last_Played","Rating","Tags","Notes","Server_Required","Server_URL"
"Pet Shop Boys - YMCA Disco Mix (Millennium Remix).mp3","http://localhost:8000/Dave/Dave/Pet%20Shop%20Boys%20-%20YMCA%20Disco%20Mix%20(Millennium%20Remix).mp3","Dave\Dave\Pet Shop Boys - YMCA Disco Mix (Millennium Remix).mp3","http://localhost:8000/Dave/Dave/Pet%20Shop%20Boys%20-%20YMCA%20Disco%20Mix%20(Millennium%20Remix).mp3","Pet Shop Boys","YMCA Disco Mix (Millennium Remix)","Dave","Hip Hop","","Unknown","547","9.1","9:07","90","8.36","Medium (70-99)","Medium","Long (Over 5 min)","Dave\Dave","264","False","0","","0","","","True","http://localhost:8000"
"Pet Shop Boys-Megamix.mp3","http://localhost:8000/Dave/Dave/Pet%20Shop%20Boys-Megamix.mp3","Dave\Dave\Pet Shop Boys-Megamix.mp3","http://localhost:8000/Dave/Dave/Pet%20Shop%20Boys-Megamix.mp3","Pet Shop Boys","Megamix","Dave","Hip Hop","","Unknown","412","6.9","6:52","95","6.29","Medium (70-99)","Medium","Long (Over 5 min)","Dave\Dave","265","False","0","","0","","","True","http://localhost:8000"
"Pete Tong & Dave Seaman - Essential Mix - Live from Lush Northern Ireland - 3.17.2001 part1.mp3","http://localhost:8000/Dave/Dave/Pete%20Tong%20&%20Dave%20Seaman%20-%20Essential%20Mix%20-%20Live%20from%20Lush%20Northern%20Ireland%20-%203.17.2001%20part1.mp3","Dave\Dave\Pete Tong & Dave Seaman - Essential Mix - Live from Lush Northern Ireland - 3.17.2001 part1.mp3","http://localhost:8000/Dave/Dave/Pete%20Tong%20&%20Dave%20Seaman%20-%20Essential%20Mix%20-%20Live%20from%20Lush%20Northern%20Ireland%20-%203.17.2001%20part1.mp3","Pete Tong & Dave Seaman","Essential Mix - Live from Lush Northern Ireland - 3.17.2001 part1","Dave","Unknown","2001","2000s","4791","79.8","79:51","99","73.11","Medium (70-99)","Medium","Long (Over 5 min)","Dave\Dave","266","False","0","","0","","","True","http://localhost:8000"
"Pete Tong, Tall Paul, Paul van Dyk - Essential mix- London (live mix).mp3","http://localhost:8000/Dave/Dave/Pete%20Tong,%20Tall%20Paul,%20Paul%20van%20Dyk%20-%20Essential%20mix-%20London%20(live%20mix).mp3","Dave\Dave\Pete Tong, Tall Paul, Paul van Dyk - Essential mix- London (live mix).mp3","http://localhost:8000/Dave/Dave/Pete%20Tong,%20Tall%20Paul,%20Paul%20van%20Dyk%20-%20Essential%20mix-%20London%20(live%20mix).mp3","Pete Tong, Tall Paul, Paul van Dyk","Essential mix- London (live mix)","Dave","Unknown","","Unknown","4999","83.3","83:19","96","76.3","Medium (70-99)","Medium","Long (Over 5 min)","Dave\Dave","267","False","0","","0","","","True","http://localhost:8000"
"Peter Gabriel & Kate Bush - Don't Give Up.mp3","http://localhost:8000/Dave/Dave/Peter%20Gabriel%20&%20Kate%20Bush%20-%20Don't%20Give%20Up.mp3","Dave\Dave\Peter Gabriel & Kate Bush - Don't Give Up.mp3","http://localhost:8000/Dave/Dave/Peter%20Gabriel%20&%20Kate%20Bush%20-%20Don't%20Give%20Up.mp3","Peter Gabriel & Kate Bush","Don't Give Up","Dave","Unknown","","Unknown","355","5.9","5:55","96","5.42","Medium (70-99)","Medium","Long (Over 5 min)","Dave\Dave","268","False","0","","0","","","True","http://localhost:8000"
"04 New Grooves (Only 4 DJ'S).mp3","http://localhost:8000/DJ%20Miko/What's%20Up/04%20New%20Grooves%20(Only%204%20DJ'S).mp3","DJ Miko\What's Up\04 New Grooves (Only 4 DJ'S).mp3","http://localhost:8000/DJ%20Miko/What's%20Up/04%20New%20Grooves%20(Only%204%20DJ'S).mp3","DJ Miko","04 New Grooves (Only 4 DJ'S)","What's Up","Unknown","","Unknown","115","1.9","1:55","104","2.73","Upbeat (100-129)","Medium","Short (Under 3 min)","DJ Miko\What's Up","272","False","0","","0","","","True","http://localhost:8000"
"01 Episode 1 - Hello I'm Rob Brydon.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Flight%20Of%20The%20Conchords/01%20Episode%201%20-%20Hello%20I'm%20Rob%20Brydon.mp3","Flight of the Conchords\Flight Of The Conchords\01 Episode 1 - Hello I'm Rob Brydon.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Flight%20Of%20The%20Conchords/01%20Episode%201%20-%20Hello%20I'm%20Rob%20Brydon.mp3","01 Episode 1","Hello I'm Rob Brydon","Flight Of The Conchords","Unknown","","Unknown","83","1.4","1:23","116","1.56","Upbeat (100-129)","Medium","Short (Under 3 min)","Flight of the Conchords\Flight Of The Conchords","279","False","0","","0","","","True","http://localhost:8000"
"02 Just Like Phil Collins Before Them.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Flight%20Of%20The%20Conchords/02%20Just%20Like%20Phil%20Collins%20Before%20Them.mp3","Flight of the Conchords\Flight Of The Conchords\02 Just Like Phil Collins Before Them.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Flight%20Of%20The%20Conchords/02%20Just%20Like%20Phil%20Collins%20Before%20Them.mp3","Flight of the Conchords","02 Just Like Phil Collins Before Them","Flight Of The Conchords","Unknown","","Unknown","257","4.3","4:17","111","5","Upbeat (100-129)","Medium","Medium (3-5 min)","Flight of the Conchords\Flight Of The Conchords","280","False","0","","0","","","True","http://localhost:8000"
"03 I'm Lookin For Mike.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Flight%20Of%20The%20Conchords/03%20I'm%20Lookin%20For%20Mike.mp3","Flight of the Conchords\Flight Of The Conchords\03 I'm Lookin For Mike.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Flight%20Of%20The%20Conchords/03%20I'm%20Lookin%20For%20Mike.mp3","Flight of the Conchords","03 I'm Lookin For Mike","Flight Of The Conchords","Unknown","","Unknown","125","2.1","2:05","117","2.56","Upbeat (100-129)","Medium","Short (Under 3 min)","Flight of the Conchords\Flight Of The Conchords","281","False","0","","0","","","True","http://localhost:8000"
"04 I Want To Show You This.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Flight%20Of%20The%20Conchords/04%20I%20Want%20To%20Show%20You%20This.mp3","Flight of the Conchords\Flight Of The Conchords\04 I Want To Show You This.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Flight%20Of%20The%20Conchords/04%20I%20Want%20To%20Show%20You%20This.mp3","Flight of the Conchords","04 I Want To Show You This","Flight Of The Conchords","Unknown","","Unknown","73","1.2","1:13","97","1.39","Medium (70-99)","Medium","Short (Under 3 min)","Flight of the Conchords\Flight Of The Conchords","282","False","0","","0","","","True","http://localhost:8000"
"05 Around The Fridge.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Flight%20Of%20The%20Conchords/05%20Around%20The%20Fridge.mp3","Flight of the Conchords\Flight Of The Conchords\05 Around The Fridge.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Flight%20Of%20The%20Conchords/05%20Around%20The%20Fridge.mp3","Flight of the Conchords","05 Around The Fridge","Flight Of The Conchords","Unknown","","Unknown","93","1.6","1:33","118","1.72","Upbeat (100-129)","Medium","Short (Under 3 min)","Flight of the Conchords\Flight Of The Conchords","283","False","0","","0","","","True","http://localhost:8000"
"06 Ok....Band Meeting.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Flight%20Of%20The%20Conchords/06%20Ok....Band%20Meeting.mp3","Flight of the Conchords\Flight Of The Conchords\06 Ok....Band Meeting.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Flight%20Of%20The%20Conchords/06%20Ok....Band%20Meeting.mp3","Flight of the Conchords","06 Ok....Band Meeting","Flight Of The Conchords","Unknown","","Unknown","139","2.3","2:19","113","2.61","Upbeat (100-129)","Medium","Short (Under 3 min)","Flight of the Conchords\Flight Of The Conchords","284","False","0","","0","","","True","http://localhost:8000"
"07 Frodo, Don't Wear The Ring.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Flight%20Of%20The%20Conchords/07%20Frodo,%20Don't%20Wear%20The%20Ring.mp3","Flight of the Conchords\Flight Of The Conchords\07 Frodo, Don't Wear The Ring.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Flight%20Of%20The%20Conchords/07%20Frodo,%20Don't%20Wear%20The%20Ring.mp3","Flight of the Conchords","07 Frodo, Don't Wear The Ring","Flight Of The Conchords","Unknown","","Unknown","219","3.6","3:39","105","4.57","Upbeat (100-129)","Medium","Medium (3-5 min)","Flight of the Conchords\Flight Of The Conchords","285","False","0","","0","","","True","http://localhost:8000"
"08 Soundtrack Inccedent.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Flight%20Of%20The%20Conchords/08%20Soundtrack%20Inccedent.mp3","Flight of the Conchords\Flight Of The Conchords\08 Soundtrack Inccedent.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Flight%20Of%20The%20Conchords/08%20Soundtrack%20Inccedent.mp3","Flight of the Conchords","08 Soundtrack Inccedent","Flight Of The Conchords","Unknown","","Unknown","271","4.5","4:31","114","5.42","Upbeat (100-129)","Medium","Medium (3-5 min)","Flight of the Conchords\Flight Of The Conchords","286","False","0","","0","","","True","http://localhost:8000"
"09 Hospital, Casualty Department.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Flight%20Of%20The%20Conchords/09%20Hospital,%20Casualty%20Department.mp3","Flight of the Conchords\Flight Of The Conchords\09 Hospital, Casualty Department.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Flight%20Of%20The%20Conchords/09%20Hospital,%20Casualty%20Department.mp3","Flight of the Conchords","09 Hospital, Casualty Department","Flight Of The Conchords","Alternative","","Unknown","243","4","4:03","112","4.73","Upbeat (100-129)","Medium","Medium (3-5 min)","Flight of the Conchords\Flight Of The Conchords","287","False","0","","0","","","True","http://localhost:8000"
"10 The Pig And Whistle.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Flight%20Of%20The%20Conchords/10%20The%20Pig%20And%20Whistle.mp3","Flight of the Conchords\Flight Of The Conchords\10 The Pig And Whistle.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Flight%20Of%20The%20Conchords/10%20The%20Pig%20And%20Whistle.mp3","Flight of the Conchords","10 The Pig And Whistle","Flight Of The Conchords","Unknown","","Unknown","278","4.6","4:38","105","5.03","Upbeat (100-129)","Medium","Medium (3-5 min)","Flight of the Conchords\Flight Of The Conchords","288","False","0","","0","","","True","http://localhost:8000"
"11 Episode 2 - Hello I'm Rob Brydon.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Flight%20Of%20The%20Conchords/11%20Episode%202%20-%20Hello%20I'm%20Rob%20Brydon.mp3","Flight of the Conchords\Flight Of The Conchords\11 Episode 2 - Hello I'm Rob Brydon.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Flight%20Of%20The%20Conchords/11%20Episode%202%20-%20Hello%20I'm%20Rob%20Brydon.mp3","11 Episode 2","Hello I'm Rob Brydon","Flight Of The Conchords","Unknown","","Unknown","175","2.9","2:55","90","2.95","Medium (70-99)","Medium","Short (Under 3 min)","Flight of the Conchords\Flight Of The Conchords","289","False","0","","0","","","True","http://localhost:8000"
"12 Support Act (David Bowie Tribute).mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Flight%20Of%20The%20Conchords/12%20Support%20Act%20(David%20Bowie%20Tribute).mp3","Flight of the Conchords\Flight Of The Conchords\12 Support Act (David Bowie Tribute).mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Flight%20Of%20The%20Conchords/12%20Support%20Act%20(David%20Bowie%20Tribute).mp3","Flight of the Conchords","12 Support Act (David Bowie Tribute)","Flight Of The Conchords","Unknown","","Unknown","224","3.7","3:44","91","4.73","Medium (70-99)","Medium","Medium (3-5 min)","Flight of the Conchords\Flight Of The Conchords","290","False","0","","0","","","True","http://localhost:8000"
"13 Ah-Ha (Hiphopapotamus).mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Flight%20Of%20The%20Conchords/13%20Ah-Ha%20(Hiphopapotamus).mp3","Flight of the Conchords\Flight Of The Conchords\13 Ah-Ha (Hiphopapotamus).mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Flight%20Of%20The%20Conchords/13%20Ah-Ha%20(Hiphopapotamus).mp3","13 Ah","Ha (Hiphopapotamus)","Flight Of The Conchords","Hip Hop","","Unknown","238","4","3:58","99","4.56","Medium (70-99)","Medium","Medium (3-5 min)","Flight of the Conchords\Flight Of The Conchords","291","False","0","","0","","","True","http://localhost:8000"
"14 Return Of The Hiphopapotamus.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Flight%20Of%20The%20Conchords/14%20Return%20Of%20The%20Hiphopapotamus.mp3","Flight of the Conchords\Flight Of The Conchords\14 Return Of The Hiphopapotamus.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Flight%20Of%20The%20Conchords/14%20Return%20Of%20The%20Hiphopapotamus.mp3","Flight of the Conchords","14 Return Of The Hiphopapotamus","Flight Of The Conchords","Hip Hop","","Unknown","118","2","1:58","92","2.41","Medium (70-99)","Medium","Short (Under 3 min)","Flight of the Conchords\Flight Of The Conchords","292","False","0","","0","","","True","http://localhost:8000"
"15 Seperate The Personal.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Flight%20Of%20The%20Conchords/15%20Seperate%20The%20Personal.mp3","Flight of the Conchords\Flight Of The Conchords\15 Seperate The Personal.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Flight%20Of%20The%20Conchords/15%20Seperate%20The%20Personal.mp3","Flight of the Conchords","15 Seperate The Personal","Flight Of The Conchords","Unknown","","Unknown","159","2.6","2:39","119","2.96","Upbeat (100-129)","Medium","Short (Under 3 min)","Flight of the Conchords\Flight Of The Conchords","293","False","0","","0","","","True","http://localhost:8000"
"16 Bret's Genius Plan.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Flight%20Of%20The%20Conchords/16%20Bret's%20Genius%20Plan.mp3","Flight of the Conchords\Flight Of The Conchords\16 Bret's Genius Plan.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Flight%20Of%20The%20Conchords/16%20Bret's%20Genius%20Plan.mp3","Flight of the Conchords","16 Bret's Genius Plan","Flight Of The Conchords","Unknown","","Unknown","77","1.3","1:17","117","1.61","Upbeat (100-129)","Medium","Short (Under 3 min)","Flight of the Conchords\Flight Of The Conchords","294","False","0","","0","","","True","http://localhost:8000"
"17 Hello ...Brian Nesbit-.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Flight%20Of%20The%20Conchords/17%20Hello%20...Brian%20Nesbit-.mp3","Flight of the Conchords\Flight Of The Conchords\17 Hello ...Brian Nesbit-.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Flight%20Of%20The%20Conchords/17%20Hello%20...Brian%20Nesbit-.mp3","Flight of the Conchords","17 Hello ...Brian Nesbit-","Flight Of The Conchords","Unknown","","Unknown","133","2.2","2:13","107","2.18","Upbeat (100-129)","Medium","Short (Under 3 min)","Flight of the Conchords\Flight Of The Conchords","295","False","0","","0","","","True","http://localhost:8000"
"18 Not In The Kind Of Gay Way Song.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Flight%20Of%20The%20Conchords/18%20Not%20In%20The%20Kind%20Of%20Gay%20Way%20Song.mp3","Flight of the Conchords\Flight Of The Conchords\18 Not In The Kind Of Gay Way Song.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Flight%20Of%20The%20Conchords/18%20Not%20In%20The%20Kind%20Of%20Gay%20Way%20Song.mp3","Flight of the Conchords","18 Not In The Kind Of Gay Way Song","Flight Of The Conchords","Unknown","","Unknown","140","2.3","2:20","116","2.77","Upbeat (100-129)","Medium","Short (Under 3 min)","Flight of the Conchords\Flight Of The Conchords","296","False","0","","0","","","True","http://localhost:8000"
"19 Frayed Road Nerves.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Flight%20Of%20The%20Conchords/19%20Frayed%20Road%20Nerves.mp3","Flight of the Conchords\Flight Of The Conchords\19 Frayed Road Nerves.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Flight%20Of%20The%20Conchords/19%20Frayed%20Road%20Nerves.mp3","Flight of the Conchords","19 Frayed Road Nerves","Flight Of The Conchords","Unknown","","Unknown","315","5.2","5:15","97","6.52","Medium (70-99)","Medium","Long (Over 5 min)","Flight of the Conchords\Flight Of The Conchords","297","False","0","","0","","","True","http://localhost:8000"
"20 It's A Table cloth Contract.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Flight%20Of%20The%20Conchords/20%20It's%20A%20Table%20cloth%20Contract.mp3","Flight of the Conchords\Flight Of The Conchords\20 It's A Table cloth Contract.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Flight%20Of%20The%20Conchords/20%20It's%20A%20Table%20cloth%20Contract.mp3","Flight of the Conchords","20 It's A Table cloth Contract","Flight Of The Conchords","Unknown","","Unknown","203","3.4","3:23","107","3.94","Upbeat (100-129)","Medium","Medium (3-5 min)","Flight of the Conchords\Flight Of The Conchords","298","False","0","","0","","","True","http://localhost:8000"
"01 Petrov, Yelyena, and Me.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Folk%20The%20World%20Tour%20-%20Live%20Album/01%20Petrov,%20Yelyena,%20and%20Me.mp3","Flight of the Conchords\Folk The World Tour - Live Album\01 Petrov, Yelyena, and Me.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Folk%20The%20World%20Tour%20-%20Live%20Album/01%20Petrov,%20Yelyena,%20and%20Me.mp3","Flight of the Conchords","01 Petrov, Yelyena, and Me","Folk The World Tour - Live Album","Country","","Unknown","367","6.1","6:07","106","6.32","Upbeat (100-129)","Medium","Long (Over 5 min)","Flight of the Conchords\Folk The World Tour - Live Album","299","False","0","","0","","","True","http://localhost:8000"
"02 K.I.S.S.I.N.G Part A.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Folk%20The%20World%20Tour%20-%20Live%20Album/02%20K.I.S.S.I.N.G%20Part%20A.mp3","Flight of the Conchords\Folk The World Tour - Live Album\02 K.I.S.S.I.N.G Part A.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Folk%20The%20World%20Tour%20-%20Live%20Album/02%20K.I.S.S.I.N.G%20Part%20A.mp3","Flight of the Conchords","02 K.I.S.S.I.N.G Part A","Folk The World Tour - Live Album","Country","","Unknown","106","1.8","1:46","95","1.93","Medium (70-99)","Medium","Short (Under 3 min)","Flight of the Conchords\Folk The World Tour - Live Album","300","False","0","","0","","","True","http://localhost:8000"
"03 K.I.S.S.I.N.G Part B.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Folk%20The%20World%20Tour%20-%20Live%20Album/03%20K.I.S.S.I.N.G%20Part%20B.mp3","Flight of the Conchords\Folk The World Tour - Live Album\03 K.I.S.S.I.N.G Part B.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Folk%20The%20World%20Tour%20-%20Live%20Album/03%20K.I.S.S.I.N.G%20Part%20B.mp3","Flight of the Conchords","03 K.I.S.S.I.N.G Part B","Folk The World Tour - Live Album","Country","","Unknown","72","1.2","1:12","110","1.22","Upbeat (100-129)","Medium","Short (Under 3 min)","Flight of the Conchords\Folk The World Tour - Live Album","301","False","0","","0","","","True","http://localhost:8000"
"04 Pencils in the Wind.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Folk%20The%20World%20Tour%20-%20Live%20Album/04%20Pencils%20in%20the%20Wind.mp3","Flight of the Conchords\Folk The World Tour - Live Album\04 Pencils in the Wind.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Folk%20The%20World%20Tour%20-%20Live%20Album/04%20Pencils%20in%20the%20Wind.mp3","Flight of the Conchords","04 Pencils in the Wind","Folk The World Tour - Live Album","Country","","Unknown","244","4.1","4:04","98","3.77","Medium (70-99)","Medium","Medium (3-5 min)","Flight of the Conchords\Folk The World Tour - Live Album","302","False","0","","0","","","True","http://localhost:8000"
"05 Bus Driver's Song.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Folk%20The%20World%20Tour%20-%20Live%20Album/05%20Bus%20Driver's%20Song.mp3","Flight of the Conchords\Folk The World Tour - Live Album\05 Bus Driver's Song.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Folk%20The%20World%20Tour%20-%20Live%20Album/05%20Bus%20Driver's%20Song.mp3","Flight of the Conchords","05 Bus Driver's Song","Folk The World Tour - Live Album","Country","","Unknown","291","4.8","4:51","116","5.34","Upbeat (100-129)","Medium","Medium (3-5 min)","Flight of the Conchords\Folk The World Tour - Live Album","303","False","0","","0","","","True","http://localhost:8000"
"06 Angels.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Folk%20The%20World%20Tour%20-%20Live%20Album/06%20Angels.mp3","Flight of the Conchords\Folk The World Tour - Live Album\06 Angels.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Folk%20The%20World%20Tour%20-%20Live%20Album/06%20Angels.mp3","Flight of the Conchords","06 Angels","Folk The World Tour - Live Album","Country","","Unknown","177","3","2:57","93","2.79","Medium (70-99)","Medium","Short (Under 3 min)","Flight of the Conchords\Folk The World Tour - Live Album","304","False","0","","0","","","True","http://localhost:8000"
"07 Bowie.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Folk%20The%20World%20Tour%20-%20Live%20Album/07%20Bowie.mp3","Flight of the Conchords\Folk The World Tour - Live Album\07 Bowie.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Folk%20The%20World%20Tour%20-%20Live%20Album/07%20Bowie.mp3","Flight of the Conchords","07 Bowie","Folk The World Tour - Live Album","Country","","Unknown","242","4","4:02","114","3.88","Upbeat (100-129)","Medium","Medium (3-5 min)","Flight of the Conchords\Folk The World Tour - Live Album","305","False","0","","0","","","True","http://localhost:8000"
"08 Albi.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Folk%20The%20World%20Tour%20-%20Live%20Album/08%20Albi.mp3","Flight of the Conchords\Folk The World Tour - Live Album\08 Albi.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Folk%20The%20World%20Tour%20-%20Live%20Album/08%20Albi.mp3","Flight of the Conchords","08 Albi","Folk The World Tour - Live Album","Country","","Unknown","126","2.1","2:06","100","2.45","Upbeat (100-129)","Medium","Short (Under 3 min)","Flight of the Conchords\Folk The World Tour - Live Album","306","False","0","","0","","","True","http://localhost:8000"
"09 Mermaid Part A.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Folk%20The%20World%20Tour%20-%20Live%20Album/09%20Mermaid%20Part%20A.mp3","Flight of the Conchords\Folk The World Tour - Live Album\09 Mermaid Part A.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Folk%20The%20World%20Tour%20-%20Live%20Album/09%20Mermaid%20Part%20A.mp3","Flight of the Conchords","09 Mermaid Part A","Folk The World Tour - Live Album","Country","","Unknown","203","3.4","3:23","90","3.52","Medium (70-99)","Medium","Medium (3-5 min)","Flight of the Conchords\Folk The World Tour - Live Album","307","False","0","","0","","","True","http://localhost:8000"
"10 Mermaid Part B.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Folk%20The%20World%20Tour%20-%20Live%20Album/10%20Mermaid%20Part%20B.mp3","Flight of the Conchords\Folk The World Tour - Live Album\10 Mermaid Part B.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Folk%20The%20World%20Tour%20-%20Live%20Album/10%20Mermaid%20Part%20B.mp3","Flight of the Conchords","10 Mermaid Part B","Folk The World Tour - Live Album","Country","","Unknown","251","4.2","4:11","113","4.11","Upbeat (100-129)","Medium","Medium (3-5 min)","Flight of the Conchords\Folk The World Tour - Live Album","308","False","0","","0","","","True","http://localhost:8000"
"11 Nothin' Wrong.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Folk%20The%20World%20Tour%20-%20Live%20Album/11%20Nothin'%20Wrong.mp3","Flight of the Conchords\Folk The World Tour - Live Album\11 Nothin' Wrong.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Folk%20The%20World%20Tour%20-%20Live%20Album/11%20Nothin'%20Wrong.mp3","Flight of the Conchords","11 Nothin' Wrong","Folk The World Tour - Live Album","Country","","Unknown","171","2.8","2:51","113","2.69","Upbeat (100-129)","Medium","Short (Under 3 min)","Flight of the Conchords\Folk The World Tour - Live Album","309","False","0","","0","","","True","http://localhost:8000"
"12 Something Special For The Ladies.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Folk%20The%20World%20Tour%20-%20Live%20Album/12%20Something%20Special%20For%20The%20Ladies.mp3","Flight of the Conchords\Folk The World Tour - Live Album\12 Something Special For The Ladies.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Folk%20The%20World%20Tour%20-%20Live%20Album/12%20Something%20Special%20For%20The%20Ladies.mp3","Flight of the Conchords","12 Something Special For The Ladies","Folk The World Tour - Live Album","Country","","Unknown","218","3.6","3:38","113","4.42","Upbeat (100-129)","Medium","Medium (3-5 min)","Flight of the Conchords\Folk The World Tour - Live Album","310","False","0","","0","","","True","http://localhost:8000"
"13 Hotties.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Folk%20The%20World%20Tour%20-%20Live%20Album/13%20Hotties.mp3","Flight of the Conchords\Folk The World Tour - Live Album\13 Hotties.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Folk%20The%20World%20Tour%20-%20Live%20Album/13%20Hotties.mp3","Flight of the Conchords","13 Hotties","Folk The World Tour - Live Album","Country","","Unknown","192","3.2","3:12","111","3.76","Upbeat (100-129)","Medium","Medium (3-5 min)","Flight of the Conchords\Folk The World Tour - Live Album","311","False","0","","0","","","True","http://localhost:8000"
"14 Frodo 2000 LOTR Rejected Demo Version.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Folk%20The%20World%20Tour%20-%20Live%20Album/14%20Frodo%202000%20LOTR%20Rejected%20Demo%20Version.mp3","Flight of the Conchords\Folk The World Tour - Live Album\14 Frodo 2000 LOTR Rejected Demo Version.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/Folk%20The%20World%20Tour%20-%20Live%20Album/14%20Frodo%202000%20LOTR%20Rejected%20Demo%20Version.mp3","Flight of the Conchords","14 Frodo 2000 LOTR Rejected Demo Version","Folk The World Tour - Live Album","Country","2000","2000s","213","3.6","3:33","101","3.97","Upbeat (100-129)","Medium","Medium (3-5 min)","Flight of the Conchords\Folk The World Tour - Live Album","312","False","0","","0","","","True","http://localhost:8000"
"01 Episode 5- 29 September 2005.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/The%20Complete%20BBC%20Radio%20Series%20Disc%203/01%20Episode%205-%2029%20September%202005.mp3","Flight of the Conchords\The Complete BBC Radio Series Disc 3\01 Episode 5- 29 September 2005.mp3","http://localhost:8000/Flight%20of%20the%20Conchords/The%20Complete%20BBC%20Radio%20Series%20Disc%203/01%20Episode%205-%2029%20September%202005.mp3","01 Episode 5","29 September 2005","The Complete BBC Radio Series Disc 3","Unknown","2005","2000s","176","2.9","2:56","109","3.22","Upbeat (100-129)","Medium","Short (Under 3 min)","Flight of the Conchords\The Complete BBC Radio Series Disc 3","313","False","0","","0","","","True","http://localhost:8000"
